OBJECTID,WNUMBER,Lidar_Elev,TOTALDEPTH,Qu_top,Qu_height,TQsu_top,TQsu_height,TQu_top,TQu_height,Tc_top,Tc_height,Thpb_top,Thpb_height,Th_Undiff_top,Th_Undiff_height,Thc_top,Thc_height,That_top,That_height,Ts_top,Ts_height,To_top,To_height,Tap_top,Tap_height,unit_order,lat,long
265,15919,77.26170349,65,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,21,-46,19,999,999,999,999,"Qu,That,Ts",28.33734097,-82.41353109
266,15920,78.26155853,65,0,37,999,999,999,999,999,999,999,999,999,999,999,999,-37,11,-48,17,999,999,999,999,"Qu,That,Ts",28.36295481,-82.4135753
267,15976,52.71496964,700,0,20,999,999,999,999,999,999,999,999,-20,10,999,999,999,999,-30,210,-240,140,-380,320,"Qu,Th,Ts,To,Tap",28.20313774,-82.37576743
268,15977,52.71496964,700,0,25,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-25,230,-255,135,-390,310,"Qu,Ts,To,Tap",28.20313774,-82.37576743
269,15993,203.2782898,162,0,10,999,999,999,999,999,999,999,999,-10,136,999,999,999,999,-146,16,999,999,999,999,"Qu,Th,Ts",28.28611894,-82.19423719
270,16269,79.79512787,35,0,7,999,999,999,999,999,999,999,999,-7,28,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.23084119,-82.18591471
271,16474,66.12528992,71,0,56,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-56,15,999,999,999,999,"Qu,Ts",28.19153722,-82.48019762
272,16477,59.21720123,55,0,38.5,999,999,999,999,999,999,999,999,999,999,999,999,-38.5,16.5,999,999,999,999,999,999,"Qu,That",28.21389701,-82.5162217
273,16495,39.63789368,98,0,60,999,999,999,999,999,999,999,999,-60,6,999,999,999,999,-66,32,999,999,999,999,"Qu,Th,Ts",28.21158779,-82.71330426
274,16496,24.70802116,68,0,26,999,999,999,999,999,999,999,999,999,999,999,999,-26,12,-38,30,999,999,999,999,"Qu,That,Ts",28.20764484,-82.68136053
275,16572,15.89676285,"1,132.00",0,135,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-135,200,-335,797,999,999,"Qu,Ts,To",28.19528831,-82.7109312
276,16609,6.62106609,549,0,36,999,999,999,999,999,999,999,999,999,999,999,999,-36,74,-110,210,-320,140,-460,89,"Qu,That,Ts,To,Tap",28.24045981,-82.70967838
277,17991,67.36074829,559,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-10,14,-24,130,-154,131,-285,274,"That,Ts,To,Tap",28.19555999,-82.1677773
278,18147,66.23573303,99,0,12,999,999,999,999,999,999,999,999,-12,5,999,999,-17,2,-19,80,999,999,999,999,"Qu,Th,That,Ts",28.19417622,-82.20035991
279,18148,89.32757568,104,0,34,999,999,999,999,999,999,999,999,999,999,999,999,-34,16,-50,54,999,999,999,999,"Qu,That,Ts",28.17556685,-82.12146825
280,18149,102.4757385,34,0,5,999,999,999,999,999,999,999,999,-5,41,999,999,999,999,-46,-12,999,999,999,999,"Qu,Th,Ts",28.26093778,-82.21884265
281,18150,90.41210938,99,0,7,999,999,999,999,999,999,999,999,-7,92,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.23723191,-82.17997967
282,18151,109.590065,99,0,10,999,999,999,999,999,999,999,999,-10,17,999,999,-27,72,999,999,999,999,999,999,"Qu,Th,That",28.25177001,-82.24594561
283,18156,83.86712646,88,0,17,999,999,999,999,999,999,999,999,-17,71,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.25917393,-82.11368992
284,18605,18.02010918,44,0,32,999,999,999,999,999,999,999,999,-32,12,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.25750811,-82.66593052
285,18606,19.11470032,145,0,27.5,999,999,999,999,999,999,999,999,999,999,999,999,-27.5,37.5,-65,55,-120,330,-450,-305,"Qu,That,Ts,To,Tap",28.26223014,-82.68204204
286,992,3.6866374,305,0,10,999,999,999,999,999,999,999,999,999,999,999,999,-10,100,-110,195,999,999,999,999,"Qu,That,Ts",28.164811,-82.77505
287,1645,7.15485382,140,-18,17,999,999,999,999,999,999,999,999,999,999,999,999,-35,105,999,999,999,999,999,999,"Qu,That",28.04,-82.682319
288,1739,56.74061584,130,0,25,999,999,999,999,999,999,999,999,-25,40,999,999,-65,65,999,999,999,999,999,999,"Qu,Th,That",28.00535,-82.711839
289,1741,31.83340263,83,0,15,999,999,999,999,999,999,999,999,-15,10,999,999,-25,58,999,999,999,999,999,999,"Qu,Th,That",28.019081,-82.7721
290,1742,68.82408905,147,0,60,999,999,999,999,999,999,999,999,999,999,999,999,-60,87,999,999,999,999,999,999,"Qu,That",28.077781,-82.755511
291,2007,4.52141666,"1,805.00",999,999,999,999,999,999,999,999,999,999,-10,30,999,999,-40,"1,765.00",999,999,999,999,999,999,"Th,That",28.006311,-82.677969
292,2493,53.38401413,110,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-48,62,999,999,999,999,999,999,That,28.033,-82.288131
293,2779,68.62879944,252,0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,217,999,999,999,999,999,999,"Qu,That",28.003431,-82.745639
294,3428,68.11051941,381,0,37,999,999,999,999,999,999,999,999,-37,0,999,999,-37,60,-97,183,-280,101,999,999,"Qu,Th,That,Ts,To",28.147039,-82.459561
295,4506,17.01929855,"4,298.00",0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,135,-180,265,-445,110,-555,"3,743.00","Qu,That,Ts,To,Tap",28.0795,-82.658911
296,5069,43.24807739,"1,010.00",999,999,999,999,999,999,999,999,999,999,999,999,999,999,-15,75,-90,230,-320,120,-440,570,"That,Ts,To,Tap",28.070831,-82.432781
297,6232,39.38999939,"1,200.00",0,16,999,999,999,999,999,999,999,999,-16,14,999,999,-30,140,-170,280,-450,80,-530,670,"Qu,Th,That,Ts,To,Tap",28.07678391,-82.62327431
298,6863,135.2335053,628,0,35,999,999,999,999,999,999,-35,55,999,999,999,999,-90,70,-160,80,-240,130,-370,258,"Qu,Thpb,That,Ts,To,Tap",28.041039,-82.001431
299,10409,70.85954285,60,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-59.5,0.5,999,999,999,999,999,999,That,28.066039,-82.740269
300,12943,15.35351849,"3,000.00",0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,78,-108,232,-340,130,-470,"2,530.00","Qu,That,Ts,To,Tap",28.107719,-82.75775
301,12965,90.19999695,100,0,3,999,999,999,999,999,999,999,999,-3,7,999,999,999,999,999,999,-10,90,999,999,"Qu,Th,To",28.29865,-82.019039
302,12966,96.4790802,100,0,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-3,97,999,999,"Qu,To",28.291669,-82.011081
303,12967,97.75377655,100,0,9.5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-9.5,90.5,999,999,"Qu,To",28.262231,-82.011011
304,13717,103.5622253,68,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,18,999,999,999,999,999,999,"Qu,That",28.062111,-82.13295
305,13944,30.80148315,520,0,5,999,999,999,999,999,999,999,999,-5,10,999,999,-15,505,999,999,999,999,999,999,"Qu,Th,That",28.10565,-82.3114
306,14016,131.9029846,150,0,95,999,999,999,999,999,999,999,999,999,999,999,999,-95,55,999,999,999,999,999,999,"Qu,That",28.003061,-82.211939
307,14672,42.18260193,444,999,999,999,999,999,999,999,999,999,999,0,20,999,999,-20,60,-80,185,-265,179,999,999,"Th,That,Ts,To",28.056242,-82.343725
308,14889,106.6423187,380,0,15,999,999,999,999,999,999,999,999,999,999,999,999,-15,365,999,999,999,999,999,999,"Qu,That",28.220139,-82.023408
309,15204,55.03491211,604,0,15,999,999,999,999,999,999,999,999,-15,20,999,999,-35,569,999,999,999,999,999,999,"Qu,Th,That",28.025561,-82.757781
310,15321,87.46488953,314,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-80,45,-125,189,999,999,999,999,"That,Ts",28.046831,-82.195589
311,15342,142,680,0,40,999,999,999,999,999,999,-40,-25,-15,95,999,999,-110,80,-190,132,-322,143,-465,215,"Qu,Thpb,Th,That,Ts,To,Tap",28.02155,-82.059519
312,15345,56.26092529,420,0,36,999,999,999,999,999,999,999,999,999,999,999,999,-36,384,999,999,999,999,999,999,"Qu,That",28.026881,-82.248081
313,16468,21.3962841,51,0,37.4,999,999,999,999,999,999,999,999,999,999,999,999,-37.4,13.6,999,999,999,999,999,999,"Qu,That",28.036669,-82.568331
314,16471,9.79333401,57,0,8,999,999,999,999,999,999,999,999,-8,49,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.058,-82.711411
315,16480,1.75,74,0,40.6,999,999,999,999,999,999,999,999,999,999,999,999,-40.6,33.4,999,999,999,999,999,999,"Qu,That",28.156769,-82.727161
316,16494,64.11000061,73,0,39,999,999,999,999,999,999,999,999,999,999,999,999,-39,34,999,999,999,999,999,999,"Qu,That",28.1611,-82.4469
317,16575,23.80774689,"1,285.00",999,999,999,999,999,999,999,999,999,999,999,999,999,999,-25,130,-155,255,-410,170,-580,705,"That,Ts,To,Tap",28.069892,-82.611756
318,16658,31.86519051,800,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,780,999,999,999,999,999,999,"Qu,That",28.021169,-82.422531
319,2158,53.75096512,111,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-56,55,999,999,999,999,999,999,That,28.06222222,-82.25
320,2774,127.5456314,198,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-60,138,999,999,999,999,999,999,That,28.11694444,-82.0111111
321,3970,41.05555344,465,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,180,-200,135,-335,130,999,999,"Qu,That,Ts,To",28.02083333,-82.38083332
322,4254,129.7290039,600,0,10,999,999,999,999,999,999,-10,60,999,999,999,999,-70,50,-120,120,-240,100,-340,260,"Qu,Thpb,That,Ts,To,Tap",28.12694444,-82.01055555
323,4614,74.58830261,510,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,80,-130,220,-350,160,999,999,"Qu,That,Ts,To",28.045,-82.38805555
324,6014,16.53832817,807,0,57,999,999,999,999,999,999,999,999,999,999,999,999,-57,88,-145,275,-420,145,-565,242,"Qu,That,Ts,To,Tap",28.06638888,-82.63666667
325,10404,71.02636719,54,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-23.5,30.5,999,999,999,999,999,999,That,28.07944443,-82.75
326,10407,68.35181427,84,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-81,3,999,999,999,999,999,999,That,28.08055556,-82.74999999
327,10408,69.8752594,52,999,999,999,999,999,999,999,999,999,999,-25,21.4,999,999,-46.4,5.6,999,999,999,999,999,999,"Th,That",28.06583333,-82.74166666
328,11337,14.73200321,332,999,999,999,999,999,999,999,999,999,999,0,16,999,999,-16,73,-89,243,999,999,999,999,"Th,That,Ts",28.01944443,-82.34194443
329,12964,92.98474884,100,0,5.2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-5.2,94.8,999,999,"Qu,To",28.26638889,-82.01944443
330,14887,51.49148178,490,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-80,60,-140,90,-230,135,-365,125,"That,Ts,To,Tap",28.08416667,-82.2436111
332,16418,45.82471848,40,0,29,999,999,999,999,999,999,999,999,-29,1,999,999,-30,10,999,999,999,999,999,999,"Qu,Th,That",28.08333332,-82.52638889
333,16419,34.14971542,119,0,50,999,999,999,999,999,999,999,999,-50,4,999,999,-54,65,999,999,999,999,999,999,"Qu,Th,That",28.07222221,-82.55138888
334,16420,48.62026978,45,0,28.5,999,999,999,999,999,999,999,999,999,999,999,999,-28.5,16.5,999,999,999,999,999,999,"Qu,That",28.09722221,-82.52277777
335,16427,8,25,0,5,999,999,999,999,999,999,999,999,-5,13.5,999,999,-18.5,6.5,999,999,999,999,999,999,"Qu,Th,That",28.03611111,-82.48749999
336,16428,32.75999832,70,0,33,999,999,999,999,999,999,999,999,-33,6,999,999,-39,31,999,999,999,999,999,999,"Qu,Th,That",28.05277777,-82.48611111
337,16463,42.38814926,62,0,38,999,999,999,999,999,999,999,999,999,999,999,999,-38,24,999,999,999,999,999,999,"Qu,That",28.02916666,-82.48833333
338,16466,25.75904274,60,0,37,999,999,999,999,999,999,999,999,999,999,999,999,-37,23,999,999,999,999,999,999,"Qu,That",27.99722221,-82.51499999
339,16467,1.44888771,31,0,8,999,999,999,999,999,999,999,999,999,999,999,999,-8,23,999,999,999,999,999,999,"Qu,That",28.00027777,-82.56194443
340,16470,8.1402216,62,0,6,999,999,999,999,999,999,999,999,-6,56,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.03555556,-82.66972222
341,16473,25.16516113,60,0,29,999,999,999,999,999,999,999,999,-29,8.6,999,999,-37.6,22.4,999,999,999,999,999,999,"Qu,Th,That",28.10222222,-82.64194443
342,16476,47.53339386,51,0,37.3,999,999,999,999,999,999,999,999,999,999,999,999,-37.3,13.7,999,999,999,999,999,999,"Qu,That",28.1611111,-82.59638889
343,16481,64.35150909,70,0,44,999,999,999,999,999,999,999,999,999,999,999,999,-44,26,999,999,999,999,999,999,"Qu,That",28.15333332,-82.4761111
344,16482,5.26887131,65,0,24,999,999,999,999,999,999,999,999,-24,24,999,999,-48,17,999,999,999,999,999,999,"Qu,Th,That",28.01583333,-82.63611111
345,16483,89.52451324,124,0,33,999,999,999,999,999,999,999,999,-33,10,999,999,-43,81,999,999,999,999,999,999,"Qu,Th,That",28.00083332,-82.72
346,16484,92.47447205,130,0,51,999,999,999,999,999,999,999,999,999,999,999,999,-51,79,999,999,999,999,999,999,"Qu,That",28.03277777,-82.72194444
347,16485,28.28475571,106,0,24.5,999,999,999,999,999,999,999,999,-24.5,81.5,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.08305556,-82.7175
348,16486,66.42132568,122,0,55,999,999,999,999,999,999,999,999,999,999,999,999,-55,67,999,999,999,999,999,999,"Qu,That",28.08972221,-82.73583333
349,16490,7.40246058,60,0,40,999,999,999,999,999,999,999,999,999,999,999,999,-40,20,999,999,999,999,999,999,"Qu,That",28.0461111,-82.64333333
350,17343,107.1638031,40,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,15,999,999,999,999,999,999,"Qu,That",28.21999999,-82.0211111
351,17598,48.29999924,104,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,54,999,999,999,999,999,999,"Qu,That",28.11111111,-82.48694444
352,17687,6.32431078,460,0,55,999,999,999,999,999,999,999,999,999,999,999,999,-55,70,-125,275,-400,60,999,999,"Qu,That,Ts,To",28.02472221,-82.60944444
353,18049,26.58437157,430,0,10,999,999,999,999,999,999,999,999,-10,10,999,999,-20,160,-180,75,-255,175,999,999,"Qu,Th,That,Ts,To",28.00833332,-82.47888888
354,18056,34.49409103,430,0,15,999,999,999,999,999,999,999,999,999,999,999,999,-15,120,-135,292,-427,3,999,999,"Qu,That,Ts,To",28.00305555,-82.48444443
355,1522,22.10995483,93,0,45,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-45,48,999,999,999,999,"Qu,Ts",28.14280522,-82.73848853
356,3809,31.33335876,245,0,65,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-65,180,999,999,999,999,"Qu,Ts",28.14777694,-82.65445961
357,15463,24.07845497,780,0,27,999,999,999,999,999,999,999,999,999,999,999,999,-27,73,-100,225,-325,140,-465,315,"Qu,That,Ts,To,Tap",28.16613331,-82.67558516
358,18723,12.33876514,120,0,5,999,999,999,999,999,999,999,999,999,999,999,999,-5,115,999,999,999,999,999,999,"Qu,That",28.17223339,-82.77093264
359,1614,70.32413483,205,0,34,999,999,999,999,999,999,999,999,-34,21,999,999,-55,30,-85,120,999,999,999,999,"Qu,Th,That,Ts",28.08817407,-82.7457095
360,1644,5.48827124,142,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-24,118,999,999,999,999,999,999,That,28.04330068,-82.69050506
361,1646,5.48827124,140,-12,0,999,999,999,999,999,999,999,999,-12,12,999,999,-24,116,999,999,999,999,999,999,"Qu,Th,That",28.04330068,-82.69050506
362,2353,-0.01,68,-20,24,999,999,999,999,999,999,999,999,999,999,999,999,-44,24,999,999,999,999,999,999,"Qu,That",28.02139547,-82.68231878
363,2778,72.45684814,313,0,35,999,999,999,999,999,999,999,999,-35,15,999,999,-50,263,999,999,999,999,999,999,"Qu,Th,That",28.00280893,-82.74437916
364,5661,0.81068265,145,0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,30,-75,70,999,999,999,999,"Qu,That,Ts",28.02843734,-82.63411269
365,6098,25.08302689,"1,138.00",0,35,999,999,999,999,999,999,999,999,-35,7,999,999,-42,"1,096.00",999,999,999,999,999,999,"Qu,Th,That",28.10693843,-82.64095014
366,14520,0.64999998,140,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-23.5,116.5,999,999,999,999,Ts,28.0199026,-82.65638417
367,15070,63.73574448,255,0,30,999,999,999,999,999,999,999,999,-30,35,999,999,-65,190,999,999,999,999,999,999,"Qu,Th,That",28.02485918,-82.74893135
368,15385,91.70526886,260,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,210,999,999,999,999,999,999,"Qu,That",28.00281499,-82.72744276
369,15387,90.25939941,275,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,225,999,999,999,999,999,999,"Qu,That",28.00650886,-82.72746978
370,15466,18.5402832,850,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,110,-160,300,-460,390,999,999,"Qu,That,Ts,To",28.09297094,-82.65722646
371,4384,28.58083916,255,0,10,999,999,999,999,999,999,999,999,-10,20,999,999,-30,225,999,999,999,999,999,999,"Qu,Th,That",28.01566529,-82.76742284
372,12122,48.87034225,270,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,250,999,999,999,999,999,999,"Qu,That",28.01931531,-82.7550455
373,12123,15.88428688,290,0,20,999,999,999,999,999,999,999,999,-20,270,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.00487343,-82.78781538
374,15384,72.83889771,275,0,30,999,999,999,999,999,999,999,999,-30,50,999,999,-80,195,999,999,999,999,999,999,"Qu,Th,That",27.99629922,-82.72641472
375,2932,17.12981987,184,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,164,999,999,999,999,999,999,"Qu,That",27.99373387,-82.78357422
376,15381,65.41080475,240,0,20,999,999,999,999,999,999,999,999,-20,40,999,999,-60,180,999,999,999,999,999,999,"Qu,Th,That",27.99542114,-82.75258935
377,7409,65.85124969,300,0,47,999,999,999,999,999,999,999,999,999,999,999,999,-47,118,-165,100,-265,35,999,999,"Qu,That,Ts,To",28.12852545,-82.45275639
378,15059,51.44970703,700,0,37,999,999,999,999,999,999,999,999,999,999,999,999,-37,78,-115,255,-370,165,-535,165,"Qu,That,Ts,To,Tap",28.13604028,-82.55890635
379,5363,81.84053802,251,0,46,999,999,999,999,999,999,999,999,999,999,999,999,-46,205,999,999,999,999,999,999,"Qu,That",28.00337325,-82.27772248
380,13259,32.97771454,542,0,5,999,999,999,999,999,999,999,999,999,999,999,999,-5,537,999,999,999,999,999,999,"Qu,That",28.10572133,-82.34416388
381,2704,50.87020111,503,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,165,-185,205,-390,113,999,999,"Qu,That,Ts,To",28.00066202,-82.41926729
382,3714,32.19643402,208,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,188,999,999,999,999,999,999,"Qu,That",28.0034188,-82.45952737
383,3906,63.7322197,750,0,10,999,999,999,999,999,999,999,999,-10,30,999,999,-40,137.5,-177.5,247.5,-425,130,-555,195,"Qu,Th,That,Ts,To,Tap",28.00151995,-82.43264465
384,4568,22.34565544,240,0,10,999,999,999,999,999,999,999,999,999,999,999,999,-10,230,999,999,999,999,999,999,"Qu,That",28.01801918,-82.4594674
385,5663,62.41775894,210,-15,60,999,999,999,999,999,999,999,999,999,999,999,999,-75,135,999,999,999,999,999,999,"Qu,That",28.04717298,-82.40995701
386,5989,35.98887634,465,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,30,-55,295,-350,115,999,999,"Qu,That,Ts,To",28.05273176,-82.37511299
387,6128,55.67914963,318,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,293,999,999,999,999,999,999,"Qu,That",28.04161126,-82.38738237
388,11433,39.10128021,402,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,70,-120,282,999,999,999,999,"Qu,That,Ts",28.0619513,-82.45931448
389,13290,53.34150314,350,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,110,-140,210,999,999,999,999,"Qu,That,Ts",28.07695266,-82.49218451
390,15146,37.40776062,263,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,213,999,999,999,999,999,999,"Qu,That",28.00344072,-82.49263126
391,18620,39.92615128,353,0,10,999,999,999,999,999,999,999,999,999,999,999,999,-10,343,999,999,999,999,999,999,"Qu,That",28.00557357,-82.42564579
392,5423,43.41999817,"1,195.00",0,60,999,999,999,999,999,999,999,999,999,999,999,999,-60,50,-110,295,-405,130,-535,660,"Qu,That,Ts,To,Tap",28.12149985,-82.55868429
393,11787,44.20671082,500,999,999,0,35,999,999,999,999,999,999,999,999,999,999,-35,465,999,999,999,999,999,999,"TQsu,That",28.06210626,-82.5087979
394,3995,133.1059265,510,0,32,999,999,999,999,999,999,-32,33,999,999,999,999,-65,30,-95,235,-330,140,-470,40,"Qu,Thpb,That,Ts,To,Tap",28.04777965,-82.09705155
395,4737,127.3013611,310,999,999,999,999,999,999,999,999,-20,80,999,999,999,999,-100,90,-190,40,-230,80,999,999,"Thpb,That,Ts,To",28.03874893,-82.01254039
396,5448,124.6072846,662,0,5,999,999,999,999,999,999,-5,65,999,999,999,999,-70,65,-135,130,-265,160,-425,237,"Qu,Thpb,That,Ts,To,Tap",28.04139865,-82.02801596
397,5952,125.037735,628,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-85,70,-155,105,-260,150,-410,218,"That,Ts,To,Tap",28.04322958,-82.02597588
398,18022,107.5007706,195,0,47,999,999,999,999,999,999,999,999,999,999,999,999,-47,148,999,999,999,999,999,999,"Qu,That",28.09834887,-82.08063393
