OBJECTID,WNUMBER,Lidar_Elev,TOTALDEPTH,Qu_top,Qu_height,TQsu_top,TQsu_height,TQu_top,TQu_height,Tc_top,Tc_height,Thpb_top,Thpb_height,Th_Undiff_top,Th_Undiff_height,Thc_top,Thc_height,That_top,That_height,Ts_top,Ts_height,To_top,To_height,Tap_top,Tap_height,unit_order,lat,long
399,2469,98.45944977,104,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-60,44,999,999,999,999,999,999,That,28.01789331,-82.17884389
400,5372,54.7518425,140,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-50,90,999,999,999,999,999,999,That,28.06172547,-82.24503705
401,10576,98.79788208,400,0,25,999,999,999,999,999,999,-25,25,999,999,999,999,-50,60,-110,190,-300,100,999,999,"Qu,Thpb,That,Ts,To",28.01781114,-82.19532252
402,12607,104.0404739,325,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-90,235,999,999,999,999,999,999,That,28.00337002,-82.17876099
403,632,134.5482178,683,999,999,999,999,999,999,999,999,-15,55,999,999,999,999,-70,115,-185,105,-290,260,-550,133,"Thpb,That,Ts,To,Tap",27.99939881,-82.01777282
404,2954,136.2050324,78,0,35,999,999,999,999,999,999,-35,43,999,999,999,999,999,999,999,999,999,999,999,999,"Qu,Thpb",27.99201412,-82.0116107
405,5352,104.2838135,252,-11,5,999,999,999,999,999,999,999,999,999,999,999,999,-16,236,999,999,999,999,999,999,"Qu,That",28.22545055,-82.03034296
406,17998,93.52519226,197,0,4,999,999,999,999,999,999,999,999,-4,15,999,999,-19,178,999,999,999,999,999,999,"Qu,Th,That",28.16445647,-82.10507884
407,17999,105.9238968,195,0,18,999,999,999,999,999,999,-18,47,999,999,999,999,999,999,-65,55,-120,75,999,999,"Qu,Thpb,Ts,To",28.16029035,-82.07063316
408,18000,98.16582489,195,0,4,999,999,999,999,999,999,999,999,-4,19,999,999,-23,172,999,999,999,999,999,999,"Qu,Th,That",28.15251276,-82.09035616
409,18001,91.37197876,175,0,11,999,999,999,999,999,999,999,999,999,999,999,999,-11,164,999,999,999,999,999,999,"Qu,That",28.13945767,-82.10785689
410,10641,119.2220612,200,0,60,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-60,140,999,999,999,999,"Qu,Ts",28.19338244,-81.99849204
411,12962,97.29768372,7.1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-5,2.1,999,999,999,999,Ts,28.26297367,-82.01884404
412,12963,97.29768372,9,999,999,999,999,999,999,999,999,999,999,-3,6,999,999,999,999,999,999,999,999,999,999,Th,28.26297367,-82.01884404
413,13260,34.8891449,600,0,8,999,999,999,999,999,999,999,999,999,999,999,999,-8,112,-120,80,-200,135,-335,265,"Qu,That,Ts,To,Tap",28.12017661,-82.31154176
414,13255,34.3910408,580,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,560,999,999,999,999,999,999,"Qu,That",28.12014765,-82.32793018
415,13263,34.3910408,550,999,999,999,999,999,999,999,999,999,999,0,15,999,999,-15,100,-115,70,-185,125,-310,240,"Th,That,Ts,To,Tap",28.12014765,-82.32793018
416,13252,32.97771454,608,0,24,999,999,999,999,999,999,999,999,999,999,999,999,-24,121,-145,85,-230,100,-330,278,"Qu,That,Ts,To,Tap",28.10572133,-82.34416388
417,13258,32.97771454,600,0,5,999,999,999,999,999,999,999,999,999,999,999,999,-5,595,999,999,999,999,999,999,"Qu,That",28.10572133,-82.34416388
418,12944,60.30559921,145,0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,110,999,999,999,999,999,999,"Qu,That",28.10578753,-82.45945816
419,5644,55.52210617,600,0,30,999,999,999,999,999,999,999,999,-30,20,999,999,-50,60,-110,240,-350,130,-480,120,"Qu,Th,That,Ts,To,Tap",28.12054806,-82.50990667
420,131,39.3386879,340,0,50,999,999,999,999,999,999,999,999,-50,10,999,999,-60,280,999,999,999,999,999,999,"Qu,Th,That",28.09842841,-82.59652681
421,8197,8.98859406,184,0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,149,999,999,999,999,999,999,"Qu,That",28.01582872,-82.60422492
422,15464,23.86220932,780,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-20,45,-65,290,-355,140,-495,285,"That,Ts,To,Tap",28.15164169,-82.6751432
423,18020,95.48091888,177,0,26.5,999,999,999,999,999,999,999,999,999,999,999,999,-26.5,23.5,-50,127,999,999,999,999,"Qu,That,Ts",28.10633265,-82.14082232
424,18019,100.4501495,195,0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,150,999,999,999,999,999,999,"Qu,That",28.09937978,-82.10273383
425,18002,87.37134552,175,0,7.5,999,999,999,999,999,999,999,999,999,999,999,999,-7.5,167.5,999,999,999,999,999,999,"Qu,That",28.13209554,-82.12187825
426,13257,31.23639297,620,0,10,999,999,999,999,999,999,999,999,999,999,999,999,-10,130,-140,80,-220,105,-325,295,"Qu,That,Ts,To,Tap",28.10564932,-82.32772935
427,13261,41.68621063,610,0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,80,-115,80,-195,135,-330,280,"Qu,That,Ts,To,Tap",28.12020166,-82.34439483
428,13264,41.68621063,573,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,523,999,999,999,999,999,999,"Qu,That",28.12020166,-82.34439483
429,3312,206.1413269,261,0,40,999,999,999,999,999,999,999,999,999,999,999,999,-40,221,999,999,999,999,999,999,"Qu,That",28.0848823,-81.99481941
430,3838,159.6418304,136,0,85,999,999,999,999,999,999,999,999,999,999,999,999,-85,51,999,999,999,999,999,999,"Qu,That",28.07250255,-82.01012537
431,13180,125.1013413,260,0,30,999,999,999,999,999,999,-30,20,999,999,999,999,-50,210,999,999,999,999,999,999,"Qu,Thpb,That",28.03519944,-82.03248516
432,8124,6.04521751,175,0,10,999,999,999,999,999,999,999,999,-10,20,999,999,-30,145,999,999,999,999,999,999,"Qu,Th,That",28.00416473,-82.66051483
433,8125,6.04521751,45,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-27,18,999,999,999,999,999,999,That,28.00416473,-82.66051483
434,1738,21.20379639,85,0,30,999,999,999,999,999,999,999,999,-30,5,999,999,-35,50,999,999,999,999,999,999,"Qu,Th,That",28.07130205,-82.76430686
435,12124,57.674263,250,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,200,999,999,999,999,999,999,"Qu,That",28.06546325,-82.75391847
436,1743,24.10772133,85,0,10,999,999,999,999,999,999,999,999,-10,15,999,999,-25,60,999,999,999,999,999,999,"Qu,Th,That",28.02376387,-82.77339823
437,15071,82.5439682,245,0,20,999,999,999,999,999,999,999,999,-20,60,999,999,-80,165,999,999,999,999,999,999,"Qu,Th,That",28.02636567,-82.73103184
438,1980,67.95022583,167,0,30,999,999,999,999,999,999,999,999,-30,45,999,999,-75,92,999,999,999,999,999,999,"Qu,Th,That",28.02262814,-82.73962751
439,12121,48.87034225,290,999,999,999,999,999,999,999,999,999,999,-25,5,999,999,-30,260,999,999,999,999,999,999,"Th,That",28.01931531,-82.7550455
440,12120,48.87034225,250,0,20,999,999,999,999,999,999,999,999,-20,230,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.01931531,-82.7550455
441,12119,48.87034225,290,0,20,999,999,999,999,999,999,999,999,-20,30,999,999,-50,240,999,999,999,999,999,999,"Qu,Th,That",28.01931531,-82.7550455
442,10612,48.87034225,175,0,17,999,999,999,999,999,999,999,999,-17,18,999,999,-35,140,999,999,999,999,999,999,"Qu,Th,That",28.01931531,-82.7550455
443,10611,48.87034225,220,0,25,999,999,999,999,999,999,999,999,-25,195,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.01931531,-82.7550455
444,10610,48.87034225,260,0,30,999,999,999,999,999,999,999,999,-30,15,999,999,-45,215,999,999,999,999,999,999,"Qu,Th,That",28.01931531,-82.7550455
445,10609,48.87034225,340,0,10,999,999,999,999,999,999,999,999,-10,35,999,999,-45,295,999,999,999,999,999,999,"Qu,Th,That",28.01931531,-82.7550455
446,3372,20.91345787,200,0,13,999,999,999,999,999,999,999,999,-13,30,999,999,-43,157,999,999,999,999,999,999,"Qu,Th,That",27.97363492,-82.78931955
447,14004,26.47820282,"1,174.00",0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,80,-115,310,-425,150,-575,599,"Qu,That,Ts,To,Tap",28.0616356,-82.58297368
448,11805,47.41064835,506,0,43,999,999,999,999,999,999,999,999,999,999,999,999,-43,67,-110,300,-410,96,999,999,"Qu,That,Ts,To",28.07340344,-82.52154724
449,5087,36.91900253,"1,265.00",0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,140,-170,125,-295,150,-445,820,"Qu,That,Ts,To,Tap",28.05283645,-82.4730317
450,5284,49.37906265,156,0,40,999,999,999,999,999,999,999,999,999,999,999,999,-40,116,999,999,999,999,999,999,"Qu,That",28.02491161,-82.49579898
451,2749,28.8507576,42,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,12,999,999,999,999,999,999,"Qu,That",28.03936942,-82.45133352
452,4359,44.07094193,690,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,145,-175,100,-275,155,-430,260,"Qu,That,Ts,To,Tap",28.04787613,-82.42433836
453,4646,59.90083694,155,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,130,999,999,999,999,999,999,"Qu,That",28.0334937,-82.39394639
454,5011,36.65113831,350,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,70,-90,240,-330,20,999,999,"Qu,That,Ts,To",28.06632028,-82.42124204
455,5670,20.80658531,20,0,2.5,999,999,999,999,999,999,999,999,999,999,999,999,-2.5,17.5,999,999,999,999,999,999,"Qu,That",28.05191555,-82.365658
456,14694,44.84415054,213,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,163,999,999,999,999,999,999,"Qu,That",28.0646712,-82.39422084
457,5949,32.36621475,120,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,90,999,999,999,999,999,999,"Qu,That",28.05491559,-82.4393415
458,6399,42.64029694,135,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,40,-60,75,999,999,999,999,"Qu,That,Ts",28.06167699,-82.32123339
459,10505,50.46032333,78,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,28,999,999,999,999,999,999,"Qu,That",28.04577025,-82.33395135
460,12381,38.48106003,230,0,29,999,999,999,999,999,999,999,999,999,999,999,999,-29,201,999,999,999,999,999,999,"Qu,That",28.05749562,-82.42419783
461,2283,34.77728271,90,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-63,27,999,999,999,999,999,999,That,27.97985532,-82.3205428
462,3268,66.53412628,480,0,15,999,999,999,999,999,999,999,999,-15,21,999,999,-36,114,-150,205,-355,125,999,999,"Qu,Th,That,Ts,To",28.03745354,-82.38463912
463,2021,48.46155167,80,0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,35,999,999,999,999,999,999,"Qu,That",28.07484051,-82.29613371
464,2921,44.52600861,102,0,41,999,999,999,999,999,999,999,999,999,999,999,999,-41,61,999,999,999,999,999,999,"Qu,That",28.07307759,-82.29881604
465,12949,63.03984451,300,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-25,275,999,999,999,999,999,999,That,28.02241676,-82.28503558
466,10726,53.43162537,145,0,60,999,999,999,999,999,999,999,999,999,999,999,999,-60,85,999,999,999,999,999,999,"Qu,That",28.06062609,-82.29507531
467,7652,26.99789238,41,0,17.5,999,999,999,999,999,999,999,999,999,999,999,999,-17.5,23.5,999,999,999,999,999,999,"Qu,That",28.00927609,-82.5346137
468,690,28.26086044,508,0,35,999,999,999,999,999,999,999,999,999,999,999,999,-35,473,999,999,999,999,999,999,"Qu,That",27.98092297,-82.51659984
469,13436,34.2743454,140,0,40,999,999,999,999,999,999,999,999,-40,10,999,999,-50,90,999,999,999,999,999,999,"Qu,Th,That",28.01668399,-82.50715399
470,13185,37.61341858,140,0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,95,999,999,999,999,999,999,"Qu,That",28.00967919,-82.5046051
471,11097,39.39287186,530,0,70,999,999,999,999,999,999,999,999,999,999,999,999,-70,110,-180,280,-460,70,999,999,"Qu,That,Ts,To",28.04359588,-82.50147549
472,4886,39.50963593,415,0,47,999,999,999,999,999,999,999,999,999,999,999,999,-47,368,999,999,999,999,999,999,"Qu,That",28.00749873,-82.49774928
473,5697,38.7287941,656,0,10,999,999,999,999,999,999,999,999,-10,14,999,999,-24,206,-230,70,-300,135,-435,221,"Qu,Th,That,Ts,To,Tap",28.05932652,-82.45637378
474,4747,31.79983902,129,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-22,107,999,999,999,999,999,999,That,28.04782655,-82.45935991
475,4918,38.1295166,280,0,26,999,999,999,999,999,999,999,999,999,999,999,999,-26,254,999,999,999,999,999,999,"Qu,That",28.0700359,-82.44646826
476,15324,43.1676712,145,0,17,999,999,999,999,999,999,999,999,999,999,999,999,-17,128,999,999,999,999,999,999,"Qu,That",28.07089733,-82.4448342
477,11434,53.34150314,440,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,50,-80,240,-320,120,999,999,"Qu,That,Ts,To",28.07695266,-82.49218451
478,6251,71.67044067,153,0,50,999,999,999,999,999,999,999,999,999,999,999,999,-50,103,999,999,999,999,999,999,"Qu,That",28.04732227,-82.39307973
479,4603,33.23823547,114,0,23,999,999,999,999,999,999,999,999,999,999,999,999,-23,91,999,999,999,999,999,999,"Qu,That",28.05474908,-82.38940726
480,4467,38.99581909,652,0,37,999,999,999,999,999,999,999,999,999,999,999,999,-37,78,-115,273.5,-388.5,135.5,-524,128,"Qu,That,Ts,To,Tap",28.00279889,-82.45459124
481,5671,24.5609169,20,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,20,999,999,999,999,999,999,That,28.01831691,-82.44243939
482,5076,18.26277542,100,0,24,999,999,999,999,999,999,999,999,999,999,999,999,-24,76,999,999,999,999,999,999,"Qu,That",28.0111598,-82.41188241
483,5077,27.76818466,202,0,22,999,999,999,999,999,999,999,999,999,999,999,999,-22,180,999,999,999,999,999,999,"Qu,That",28.01400289,-82.40209857
484,3742,63.07021713,306,0,24,999,999,999,999,999,999,999,999,999,999,999,999,-24,282,999,999,999,999,999,999,"Qu,That",28.00354011,-82.41257064
485,8572,32.123806,222,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,202,999,999,999,999,999,999,"Qu,That",28.01781297,-82.39865193
486,4956,48.85756302,306,0,20,999,999,999,999,999,999,999,999,999,999,999,999,-20,286,999,999,999,999,999,999,"Qu,That",28.00897977,-82.39110402
487,3426,29.81613922,200,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-20,180,999,999,999,999,999,999,That,28.00736542,-82.36721145
488,3845,21.71327591,95,0,5,999,999,999,999,999,999,999,999,999,999,999,999,-5,90,999,999,999,999,999,999,"Qu,That",28.0048352,-82.35527993
489,12457,22.59183693,101,0,19,999,999,999,999,999,999,999,999,999,999,999,999,-19,82,999,999,999,999,999,999,"Qu,That",28.00691042,-82.34390772
490,14305,52.78385925,105,0,40,999,999,999,999,999,999,999,999,999,999,999,999,-40,65,999,999,999,999,999,999,"Qu,That",27.99501115,-82.33275026
491,3605,94.40737152,142,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-50,92,999,999,999,999,999,999,That,28.00781376,-82.28539546
492,6978,92.05328369,465,0,40,999,999,999,999,999,999,-40,20,999,999,999,999,-60,405,999,999,999,999,999,999,"Qu,Thpb,That",27.99550903,-82.23541535
493,4259,68.98731995,345,0,45,999,999,999,999,999,999,999,999,999,999,999,999,-45,300,999,999,999,999,999,999,"Qu,That",28.02947794,-82.22935794
494,4260,68.18482971,750,999,999,999,999,999,999,999,999,-21,16,999,999,999,999,-37,48,-85,305,-390,110,-500,250,"Thpb,That,Ts,To,Tap",28.02967796,-82.22297443
495,4261,67.67825317,417,999,999,0,50,999,999,999,999,999,999,999,999,999,999,-50,367,999,999,999,999,999,999,"TQsu,That",28.02967663,-82.22324412
496,4263,72.80349731,450,0,70,999,999,999,999,999,999,-70,15,999,999,999,999,-85,365,999,999,999,999,999,999,"Qu,Thpb,That",28.03615254,-82.22322481
497,4265,70.46174622,400,0,55,999,999,999,999,999,999,999,999,999,999,999,999,-55,345,999,999,999,999,999,999,"Qu,That",28.03037782,-82.22329741
498,4268,72.92482758,800,0,44,999,999,999,999,999,999,999,999,999,999,999,999,-44,756,999,999,999,999,999,999,"Qu,That",28.03071372,-82.22273102
499,4269,73.05255127,256,0,81,999,999,999,999,999,999,999,999,999,999,999,999,-81,175,999,999,999,999,999,999,"Qu,That",28.03092253,-82.22266289
500,11924,48.41068268,162,0,30,999,999,999,999,999,999,999,999,999,999,999,999,-30,132,999,999,999,999,999,999,"Qu,That",28.04996004,-82.33904416
501,14128,42.72279739,262,0,25,999,999,999,999,999,999,999,999,999,999,999,999,-25,237,999,999,999,999,999,999,"Qu,That",28.0454704,-82.33768321
502,17081,77.19207001,500,0,40,999,999,999,999,999,999,999,999,999,999,999,999,-40,460,999,999,999,999,999,999,"Qu,That",28.03244701,-82.21186826
503,13183,124.2473068,300,0,80,999,999,999,999,999,999,999,999,999,999,999,999,-80,220,999,999,999,999,999,999,"Qu,That",27.99373795,-82.20766817
504,11814,94.00524902,200,0,10,999,999,999,999,999,999,-10,20,999,999,999,999,-30,170,999,999,999,999,999,999,"Qu,Thpb,That",28.03318404,-82.18781785
505,12604,104.0404739,307,0,95,999,999,999,999,999,999,999,999,999,999,999,999,-95,212,999,999,999,999,999,999,"Qu,That",28.00337002,-82.17876099
506,2186,114.7138825,87,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-60,27,999,999,999,999,999,999,That,28.01833169,-82.14048388
507,11194,114.6931534,190,0,100,999,999,999,999,999,999,999,999,999,999,999,999,-100,90,999,999,999,999,999,999,"Qu,That",28.02821963,-82.15545852
508,4621,123.5898438,650,0,90,999,999,999,999,999,999,999,999,999,999,999,999,-90,45,-135,157,-292,143,-435,215,"Qu,That,Ts,To,Tap",28.01254825,-82.12367595
509,1825,128.3907776,248,999,999,999,999,999,999,999,999,-18,76,999,999,999,999,-94,154,999,999,999,999,999,999,"Thpb,That",28.01840989,-82.11319709
510,2491,145.4857483,234,999,999,999,999,999,999,999,999,-30,30,999,999,999,999,-60,174,999,999,999,999,999,999,"Thpb,That",28.021872,-82.09020544
511,12459,132.1972199,"1,200.00",0,40,999,999,999,999,999,999,-40,45,999,999,999,999,-85,95,-180,100,-280,205,-485,715,"Qu,Thpb,That,Ts,To,Tap",28.03139402,-82.09714133
512,19229,79.7467041,"1,283.00",0,20,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,-20,163,-183,"1,100.00","Qu,To,Tap",28.43773886,-82.08474498
513,18895,76.50836945,449.5,0,22.5,999,999,999,999,999,999,999,999,999,999,999,999,-22.5,92.5,-115,114,-229,141,-370,79.5,"Qu,That,Ts,To,Tap",28.31333333,-82.44333333
514,18940,69.84115601,9.5,0,11,999,999,999,999,999,999,999,999,999,999,999,999,-11,40,-51,109,-160,-150.5,999,999,"Qu,That,Ts,To",28.135311,-82.178921
515,18948,77.69525146,4,0,4,999,999,999,999,999,999,999,999,999,999,999,999,-4,0,999,999,999,999,999,999,"Qu,That",28.237528,-82.117444
516,18949,77.25482178,7.5,0,5,999,999,999,999,999,999,999,999,-5,2.5,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.275694,-82.121167
517,18952,75.50534821,7,0,6.5,999,999,999,999,999,999,999,999,-6.5,0.5,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.245778,-82.119333
518,18956,75.54985046,8.5,0,5,999,999,999,999,999,999,999,999,-5,2.5,999,999,-7.5,1,999,999,999,999,999,999,"Qu,Th,That",28.239694,-82.134389
519,18957,76.64598846,8.5,0,6,999,999,999,999,999,999,999,999,-6,2.5,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.225139,-82.126028
520,18958,74.67180634,20,0,9.5,999,999,999,999,999,999,999,999,-9.5,10.5,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.221194,-82.144306
521,18959,46.81916428,8,999,999,999,999,999,999,999,999,999,999,-5,3,999,999,999,999,999,999,999,999,999,999,Th,28.151306,-82.262194
522,18960,72.03142548,5,0,4,999,999,999,999,999,999,999,999,-4,1,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.217111,-82.134694
523,18979,43.16296387,6,0,5,999,999,999,999,999,999,999,999,-5,1,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.145889,-82.231583
524,18983,36.7587471,8,0,3,999,999,999,999,999,999,999,999,-3,1,999,999,-4,4,999,999,999,999,999,999,"Qu,Th,That",28.142278,-82.394417
525,18984,77.18341064,7,0,5,999,999,999,999,999,999,999,999,-5,2,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.275417,-82.121444
526,18992,40.83648682,14,0,7,999,999,999,999,999,999,999,999,-7,7,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.128889,-82.310556
527,19236,43.27371597,20,0,18,999,999,999,999,999,999,999,999,-18,2,999,999,999,999,999,999,999,999,999,999,"Qu,Th",28.078517,-82.335106
528,19237,36.89561844,30,0,24,999,999,999,999,999,999,999,999,999,999,999,999,-24,6,999,999,999,999,999,999,"Qu,That",28.076528,-82.335028
529,19252,5.62776375,450,0,34,999,999,999,999,999,999,999,999,999,999,999,999,-34,120,-154,286,-440,10,999,999,"Qu,That,Ts,To",28.029958,-82.655269
530,19336,51.7,500,0,31,999,999,999,999,999,999,999,999,-31,2,999,999,-33,36,-69,236,-305,100,-405,95,"Qu,Th,That,Ts,To,Tap",28.3076,-82.58476667
531,15800,15.383292,340,0,13,999,999,999,999,999,999,999,999,-13,20,999,999,-33,107,-140,200,999,999,999,999,"Qu,Th,That,Ts",28.00079119,-82.69027669
532,14168,51.17140961,"1,050.00",0,10,999,999,999,999,999,999,999,999,999,999,999,999,-10,"1,040.00",999,999,999,999,999,999,"Qu,That",28.123531,-82.225369
